0,-21.0,3.7715909481
1,-21.0,8.36391687393
2,-20.0,12.8249847889
3,-19.0,18.0529737473
4,-21.0,22.2456386089
5,-20.0,26.1113865376
6,-18.0,31.6718723774
7,-19.0,35.9350874424
8,-21.0,39.8129675388
9,-21.0,43.8360104561
10,-19.0,48.6827144623
11,-19.0,53.9409513474
12,-20.0,57.805472374
13,-21.0,61.7671034336
14,-20.0,66.2667412758
15,-20.0,70.8443031311
16,-20.0,74.9569079876
17,-20.0,80.2108740807
18,-20.0,86.9730780125
19,-21.0,91.1288769245
20,-21.0,97.2095057964
21,-20.0,106.106367826
22,-21.0,112.862071037
23,-21.0,120.067098141
24,-21.0,125.743803978
25,-21.0,130.633857012
26,-21.0,136.897892952
27,-20.0,144.100613832
28,-20.0,150.425431728
29,-21.0,156.853809595
30,-19.0,161.648804426
31,-21.0,167.749391317
32,-21.0,171.179069519
33,-20.0,176.1794765
34,-21.0,181.571022511
35,-21.0,186.330682516
36,-21.0,192.606016636
37,-21.0,196.978502512
38,-20.0,203.164288521
39,-19.0,208.719151497
40,-21.0,212.418338537
41,-20.0,218.420761585
42,-21.0,224.333821535
43,-21.0,229.594194412
44,-21.0,234.98139143
45,-20.0,240.49541235
46,-20.0,244.833069324
47,-19.0,253.336859465
48,-19.0,260.036914587
49,-20.0,263.973927736
50,-20.0,269.029261589
51,-21.0,272.229325533
52,-19.0,276.587908506
53,-21.0,279.875526428
54,-21.0,282.482637405
55,-20.0,285.72053647
56,-19.0,288.900423527
57,-21.0,291.817522526
58,-21.0,294.316011667
59,-21.0,296.912070513
60,-21.0,299.184650421
61,-18.0,302.592798233
62,-21.0,304.827792406
63,-20.0,308.058292389
64,-20.0,310.961275339
65,-19.0,313.842583418
66,-20.0,316.53212142
67,-21.0,319.075479269
68,-20.0,322.407365322
69,-20.0,325.230649233
70,-19.0,328.349788189
71,-20.0,331.722848177
72,-21.0,334.793705225
73,-21.0,337.136720419
74,-21.0,339.567931414
75,-21.0,342.599334478
76,-21.0,345.204017639
77,-20.0,347.770678759
78,-21.0,351.256974936
79,-20.0,355.474614859
80,-21.0,359.478488922
81,-20.0,362.491810083
82,-21.0,364.696244955
83,-21.0,367.095554113
84,-21.0,369.638831139
85,-20.0,372.428770304
86,-20.0,375.656544209
87,-21.0,379.311638117
88,-19.0,382.856739998
89,-21.0,385.497428894
90,-20.0,388.777842045
91,-20.0,392.090621233
92,-19.0,395.451345205
93,-21.0,398.698141336
94,-21.0,403.818534374
95,-21.0,410.944463253
96,-19.0,416.379615307
97,-21.0,422.254034281
98,-20.0,426.599145174
99,-21.0,431.348190308
100,-21.0,436.297095299
101,-20.0,440.92767024
102,-21.0,446.853877306
103,-20.0,451.68827033
104,-21.0,458.459277153
105,-18.0,464.407824039
106,-21.0,470.186009169
107,-20.0,479.023226023
108,-20.0,484.980194092
109,-21.0,489.692051172
110,-20.0,494.474410057
111,-21.0,499.456016064
112,-19.0,507.225438118
113,-21.0,512.766878128
114,-20.0,519.258893013
115,-20.0,525.467709064
116,-20.0,532.725453138
117,-19.0,538.659365177
118,-21.0,543.486161232
119,-19.0,547.78938508
120,-21.0,552.772690058
121,-20.0,558.260946035
122,-20.0,563.172541142
123,-19.0,569.807082176
124,-21.0,574.294327974
125,-20.0,579.532124996
126,-19.0,584.607834101
127,-21.0,589.33203125
128,-21.0,595.126275063
129,-21.0,600.612597942
130,-20.0,605.274146795
131,-20.0,609.241465807
132,-21.0,614.01883769
133,-21.0,620.401382685
134,-21.0,624.62188077
135,-20.0,632.466317892
136,-20.0,636.608660698
137,-21.0,642.826044798
138,-21.0,647.561519861
139,-20.0,652.966387749
140,-20.0,658.988070726
141,-20.0,665.624297619
142,-20.0,670.077633619
143,-20.0,678.004631758
144,-20.0,682.793508768
145,-20.0,690.38356185
146,-19.0,700.220453739
147,-21.0,704.545440674
